"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code","acquisition_number"
"333846","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7V"
"333847","SUNNY SELECT TUNA","2014-08-04","","","2011-11-29","Retail store","","","FREMONT","Safeway","CA","117544109167","NFY090T2E"
"333848","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7R"
"333849","SUNNY SELECT TUNA","2014-08-04","","","2011-11-29","Retail store","","","FREMONT","Safeway","CA","117544109167","NFY090T2H"
"333850","SUNNY SELECT TUNA","2014-08-04","","","2011-11-29","Retail store","","","FREMONT","Safeway","CA","117544109167","NFY090T2L"
"333851","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7U"
"333852","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7P"
"333853","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7Q"
"333854","SUNNY SELECT TUNA","2014-08-04","","","2011-11-29","Retail store","","","FREMONT","Safeway","CA","117544109167","NFY090T2K"
"333855","SUNNY SELECT TUNA","2014-08-04","","","2011-11-29","Retail store","","","FREMONT","Safeway","CA","117544109167","NFY090T2G"
"333856","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7T"
"333857","SUNNY SELECT TUNA","2014-08-04","","","2011-11-29","Retail store","","","FREMONT","Safeway","CA","117544109167","NFY090T2J"
"333858","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7W"
"333859","SUNNY SELECT TUNA","2014-08-04","","","2011-11-29","Retail store","","","FREMONT","Safeway","CA","117544109167","NFY090T2F"
"333860","MY ESSENTIALS","","","","2011-11-28","Retail store","","","CARRBORO","Food Lion","NC","725439100038","NFY090R7S"
"333864","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SSA"
"333865","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVT"
"333866","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SSE"
"333867","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SSF"
"333868","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVP"
"333869","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SSB"
"333870","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVQ"
"333871","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVM"
"333872","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SS9"
"333873","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SSD"
"333874","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVS"
"333875","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVO"
"333876","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SS8"
"333877","","2014-08-31","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8067308","NFY090SSC"
"333878","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVR"
"333879","","2014-05-21","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8067308","NFY090SVN"
"333893","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9K"
"333894","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZF"
"333895","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9O"
"333896","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZB"
"333897","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9L"
"333898","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZC"
"333899","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZG"
"333900","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9P"
"333901","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9N"
"333902","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZE"
"333903","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9R"
"333904","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZA"
"333905","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9M"
"333906","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZD"
"333907","MIDWEST COUNTRY FARE TUNA","2014-08-25","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","75450816617","NFY090SZH"
"333908","GREAT VALUE TUNA","2014-05-12","","","2011-11-28","Retail store","","","WEST PALM BEACH","WalMart SuperCenter","FL","78742082752","NFY090S9Q"
"333912","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SBZ"
"333913","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SXA"
"333914","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SC3"
"333915","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SX5"
"333916","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SC0"
"333917","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SX6"
"333918","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SXB"
"333919","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SC4"
"333920","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SC1"
"333921","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SX7"
"333922","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SX8"
"333923","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SC5"
"333924","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SC2"
"333925","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SX9"
"333926","SHOP RITE TUNA","2014-07-01","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","41190046188","NFY090SC6"
"333927","SAFEWAY CANNED TUNA","2013-07-14","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","21130356126","NFY090SX4"
"333932","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SQW"
"333933","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0K"
"333934","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0O"
"333935","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SQX"
"333936","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SR1"
"333937","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0P"
"333938","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0L"
"333939","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SQY"
"333940","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SR2"
"333941","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0Q"
"333942","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SR3"
"333943","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0M"
"333944","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SQZ"
"333945","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0R"
"333946","GREAT VALUE CANNED TUNA.","2014-09-30","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742082752","NFY090T0N"
"333947","KROGER TUNA","2014-07-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","11110890849","NFY090SR0"
"333952","","2019-09-29","","NJ1","2017-01-09","","62735C2CLP","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","8662036","NFY121FIF"
"333953","","2019-09-29","","NJ1","2017-01-09","","62735C2CLP","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","8662036","NFY121FIG"
"333954","","2019-09-29","","NJ1","2017-01-09","","62735C2CLP","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","8662036","NFY121FIH"
"333955","","2019-09-29","","NJ1","2017-01-09","","62735C2CLP","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","8662036","NFY121FII"
"333956","","2019-05-31","","GA1","2017-01-09","","61525BBCLP","","LOCUST GROVE","INGLES SUPERMARKET","GA","8662036","NFY121FJB"
"333957","","2019-05-31","","GA1","2017-01-09","","61525BBCLP","","LOCUST GROVE","INGLES SUPERMARKET","GA","8662036","NFY121FJC"
"333958","","2019-05-31","","GA1","2017-01-09","","61525BBCLP","","LOCUST GROVE","INGLES SUPERMARKET","GA","8662036","NFY121FJD"
"333959","","2019-05-31","","GA1","2017-01-09","","61525BBCLP","","LOCUST GROVE","INGLES SUPERMARKET","GA","8662036","NFY121FJE"
"333964","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS1"
"333965","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS5"
"333966","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVK"
"333967","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVG"
"333968","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS2"
"333969","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVL"
"333970","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS6"
"333971","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVH"
"333972","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS3"
"333973","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVI"
"333974","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS7"
"333975","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVE"
"333976","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS0"
"333977","GREAT VALUE CANNED TUNA","2014-06-23","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742082752","NFY090SS4"
"333978","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVJ"
"333979","SAFEWAY TUNA","2013-06-30","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","21130356126","NFY090SVF"
"333993","","2019-11-02","","NE1","2017-01-12","","60375BBCLP","","HASTINGS","WALMART SUPERCENTER","NE","8662036","NFY121FJZ"
"333994","","2019-11-02","","NE1","2017-01-12","","60375BBCLP","","HASTINGS","WALMART SUPERCENTER","NE","8662036","NFY121FK0"
"333995","","2019-05-31","","NE1","2017-01-12","","TCZ5BSCAFB","","HASTINGS","WALMART SUPERCENTER","NE","8662036","NFY121FK1"
"333996","","2019-11-02","","NE1","2017-01-12","","60375BBCLP","","HASTINGS","WALMART SUPERCENTER","NE","8662036","NFY121FK2"
"333997","","2019-10-10","","NC1","2017-01-10","","TEA2BSCAEB","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","8662036","NFY121FHZ"
"333998","","2019-10-10","","NC1","2017-01-10","","TEA2BSCAEB","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","8662036","NFY121FI0"
"333999","","2019-10-10","","NC1","2017-01-10","","TEA2BSCAEB","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","8662036","NFY121FI1"
"334000","","2019-10-10","","NC1","2017-01-10","","TEA2BSCAEB","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","8662036","NFY121FI2"
"334005","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FH7"
"334006","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FH8"
"334007","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FH9"
"334008","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FHA"
"334009","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FHB"
"334010","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FHC"
"334011","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FHD"
"334012","","2019-05-31","","IN1","2017-01-06","","61525BACLP","","NEWBURGH","SCHNUCK MARKET","IN","8662036","NFY121FHE"
"334018","","2019-04-11","","PA1","2017-01-09","","61025C2CLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFL"
"334019","","2018-03-30","","PA1","2017-01-09","","50895AACLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFI"
"334020","","2018-04-11","","PA1","2017-01-09","","61025C2CLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFJ"
"334021","","2019-05-25","","PA1","2017-01-09","","61465AACLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFK"
"334022","","2018-03-30","","PA1","2017-01-09","","50895AACLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFN"
"334023","","2019-04-11","","PA1","2017-01-09","","61025C2CLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFO"
"334024","","2018-03-30","","PA1","2017-01-09","","50895AACLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFP"
"334025","","2019-05-25","","PA1","2017-01-09","","61465ACLP","","PITTSBURGH","SHOP N SAVE","PA","8662036","NFY121FFM"
"334030","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FE9"
"334031","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FEA"
"334032","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FEB"
"334033","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FEC"
"334034","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FED"
"334035","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FEE"
"334036","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FEF"
"334037","","2019-05-25","","TX1","2017-01-08","","61465A5CLP","","HOUSTON","KROGER","TX","8662036","NFY121FEG"
"334042","","2019-08-02","","KY1","2017-01-09","","TA25B5CAEB","","HARRODSBURG","WALMART SUPERCENTER","KY","8662036","NFY121FJ3"
"334043","","2019-08-02","","KY1","2017-01-09","","TA25B5CAEB","","HARRODSBURG","WALMART SUPERCENTER","KY","8662036","NFY121FJ4"
"334044","","2019-08-02","","KY1","2017-01-09","","TA25B5CAEB","","HARRODSBURG","WALMART SUPERCENTER","KY","8662036","NFY121FJ5"
"334045","","2019-08-02","","KY1","2017-01-09","","TA25B5CAEB","","HARRODSBURG","WALMART SUPERCENTER","KY","8662036","NFY121FJ6"
"334046","","2019-05-09","","CA2","2016-12-31","","61305A4CLP","","BONITA","VONS MARKET","CA","8662036","NFY121FDD"
"334047","","2019-05-09","","CA2","2016-12-31","","61305A4CLP","","BONITA","VONS MARKET","CA","8662036","NFY121FDE"
"334048","","2019-05-09","","CA2","2016-12-31","","61305A4CLP","","BONITA","VONS MARKET","CA","8662036","NFY121FDF"
"334049","","2019-05-09","","CA2","2016-12-31","","61305A4CLP","","BONITA","VONS MARKET","CA","8662036","NFY121FDG"
"334055","","2019-07-21","","PA1","2017-01-09","","6MM2BSCAFB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFA"
"334056","","2019-07-13","","PA1","2017-01-09","","6MD2ASCAEB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFB"
"334057","","2019-07-21","","PA1","2017-01-09","","6MM2BSCAFB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFC"
"334058","","2019-07-13","","PA1","2017-01-09","","6MD2ASCAEB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFD"
"334059","","2019-07-13","","PA1","2017-01-09","","6MD2ASCAEB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFE"
"334060","","2019-07-13","","PA1","2017-01-09","","6MD2ASCAEB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFF"
"334061","","2019-07-13","","PA1","2017-01-09","","6MD2ASCAEB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFG"
"334062","","2019-07-13","","PA1","2017-01-09","","6MD2ASCAEB","","PITTSBURGH","SHOP N SAVE","PA","48000002457","NFY121FFH"
"334067","","2019-09-15","","KY1","2017-01-09","","6KF4GSCAFB","","HARRODSBURG","WALMART SUPERCENTER","KY","48000002457","NFY121FIN"
"334068","","2019-09-15","","KY1","2017-01-09","","6KF4GSCAFB","","HARRODSBURG","WALMART SUPERCENTER","KY","48000002457","NFY121FIO"
"334069","","2019-09-15","","KY1","2017-01-09","","6KF4GSCAFB","","HARRODSBURG","WALMART SUPERCENTER","KY","48000002457","NFY121FIP"
"334070","","2019-09-15","","KY1","2017-01-09","","6KF4GSCAFB","","HARRODSBURG","WALMART SUPERCENTER","KY","48000002457","NFY121FIQ"
"334071","","2019-05-25","","CA2","2016-12-31","","6146CBBCLP","","BONITA","VONS MARKET","CA","48000002457","NFY121FFV"
"334072","","2019-05-25","","CA2","2016-12-31","","6146CBBCLP","","BONITA","VONS MARKET","CA","48000002457","NFY121FFW"
"334073","","2019-05-25","","CA2","2016-12-31","","6146CBBCLP","","BONITA","VONS MARKET","CA","48000002457","NFY121FFX"
"334074","","2019-05-25","","CA2","2016-12-31","","6146CBBCLP","","BONITA","VONS MARKET","CA","48000002457","NFY121FFY"
"334080","","2019-04-14","","IA","2017-01-07","","6105CBCCLP","","ESTHERVILLE","FAREWAY STORE","IA","48000002457","NFY121FEM"
"334081","","2019-04-14","","IA","2017-01-07","","6105CBCCLP","","ESTHERVILLE","FAREWAY STORE","IA","48000002457","NFY121FEN"
"334082","","2019-04-14","","IA","2017-01-07","","6105CBCCLP","","ESTHERVILLE","FAREWAY STORE","IA","48000002457","NFY121FEO"
"334083","","2019-04-14","","IA","2017-01-07","","6105CBCCLP","","ESTHERVILLE","FAREWAY STORE","IA","48000002457","NFY121FEP"
"334084","","2019-02-22","","TX1","2017-01-08","","6053CA2CLP","","HOUSTON","HEB ","TX","48000002457","NFY121FDL"
"334085","","2019-02-22","","TX1","2017-01-08","","6053CA2CLP","","HOUSTON","HEB ","TX","48000002457","NFY121FDM"
"334086","","2019-02-22","","TX1","2017-01-08","","6053CA2CLP","","HOUSTON","HEB ","TX","48000002457","NFY121FDN"
"334087","","2019-02-22","","TX1","2017-01-08","","6053CA2CLP","","HOUSTON","HEB ","TX","48000002457","NFY121FDO"
"334092","","2019-09-15","","NE1","2017-01-12","","6KFCZSCAFB","","HASTINGS","WALMART SUPERCENTER","NE","48000002457","NFY121FKF"
"334093","","2019-09-15","","NE1","2017-01-12","","6KFCZSCAFB","","HASTINGS","WALMART SUPERCENTER","NE","48000002457","NFY121FKG"
"334094","","2019-09-15","","NE1","2017-01-12","","6KFCZSCAFB","","HASTINGS","WALMART SUPERCENTER","NE","48000002457","NFY121FKH"
"334095","","2019-09-15","","NE1","2017-01-12","","6KFCZSCAFB","","HASTINGS","WALMART SUPERCENTER","NE","48000002457","NFY121FKI"
"334096","","2019-08-31","","NC1","2017-01-10","","6AZ4BSCAFB","","ROANOKE RAPIDS","FOOD LION","NC","48000002457","NFY121FHJ"
"334097","","2019-08-31","","NC1","2017-01-10","","6AZ4BSCAFB","","ROANOKE RAPIDS","FOOD LION","NC","48000002457","NFY121FHK"
"334098","","2019-08-31","","NC1","2017-01-10","","6AZ4BSCAFB","","ROANOKE RAPIDS","FOOD LION","NC","48000002457","NFY121FHL"
"334099","","2019-08-31","","NC1","2017-01-10","","6AZ4BSCAFB","","ROANOKE RAPIDS","FOOD LION","NC","48000002457","NFY121FHM"
"334104","","2019-06-06","","AZ1","2017-01-09","","6158CBDCLP","","TUCSON","BASHAS MARKET","AZ","48000002457","NFY121FGR"
"334105","","2019-06-06","","AZ1","2017-01-09","","6158CBDCLP","","TUCSON","BASHAS MARKET","AZ","48000002457","NFY121FGS"
"334106","","2019-06-06","","AZ1","2017-01-09","","6158CBDCLP","","TUCSON","BASHAS MARKET","AZ","48000002457","NFY121FGT"
"334107","","2019-06-06","","AZ1","2017-01-09","","6158CBDCLP","","TUCSON","BASHAS MARKET","AZ","48000002457","NFY121FGU"
"334108","","2019-05-12","","IN1","2017-01-06","","6133CB3CLP","","NEWBURGH","SCHNUCK MARKET","IN","48000002457","NFY121FGZ"
"334109","","2019-05-12","","IN1","2017-01-06","","6133CB3CLP","","NEWBURGH","SCHNUCK MARKET","IN","48000002457","NFY121FH0"
"334110","","2019-05-12","","IN1","2017-01-06","","6133CB3CLP","","NEWBURGH","SCHNUCK MARKET","IN","48000002457","NFY121FH1"
"334111","","2019-05-12","","IN1","2017-01-06","","6133CB3CLP","","NEWBURGH","SCHNUCK MARKET","IN","48000002457","NFY121FH2"
"334116","","2019-06-08","","GA1","2017-01-09","","6Y84ASCAEB","","LOCUST GROVE","INGLES SUPERMARKET","GA","48000002457","NFY121FIV"
"334117","","2019-06-08","","GA1","2017-01-09","","6Y84ASCAEB","","LOCUST GROVE","INGLES SUPERMARKET","GA","48000002457","NFY121FIW"
"334118","","2019-06-08","","GA1","2017-01-09","","6Y84ASCAEB","","LOCUST GROVE","INGLES SUPERMARKET","GA","48000002457","NFY121FIX"
"334119","","2019-06-08","","GA1","2017-01-09","","6Y84ASCAEB","","LOCUST GROVE","INGLES SUPERMARKET","GA","48000002457","NFY121FIY"
"334120","","2019-07-12","","NJ1","2017-01-09","","6MC8BYCAEB","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","48000002457","NFY121FI7"
"334121","","2019-07-12","","NJ1","2017-01-09","","6MC7BYCAEB","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","48000002457","NFY121FI8"
"334122","","2019-07-12","","NJ1","2017-01-09","","6MC7BYCAEB","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","48000002457","NFY121FI9"
"334123","","2019-07-12","","NJ1","2017-01-09","","6MC7BYCAEB","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","48000002457","NFY121FIA"
"334128","","2019-08-02","","CA1","2017-01-08","","6215SMEDSAWJ5","","PALMDALE","WALMART SUPERCENTER","CA","8014500","NFY121FFQ"
"334129","","2019-08-02","","CA1","2017-01-08","","6215SMEDSAWJ5","","PALMDALE","WALMART SUPERCENTER","CA","8014500","NFY121FFR"
"334130","","2020-03-24","","PA1","2017-01-09","","6084GEDKJWH3","","PITTSBURGH","SHOP N SAVE","PA","8067308","NFY121FF2"
"334131","","2020-03-24","","PA1","2017-01-09","","6084GEDKJWH3","","PITTSBURGH","SHOP N SAVE","PA","8067308","NFY121FF3"
"334132","","2020-03-24","","PA1","2017-01-09","","6084GEDKJWH3","","PITTSBURGH","SHOP N SAVE","PA","8067308","NFY121FF4"
"334133","","2020-03-24","","PA1","2017-01-09","","6084GEDKJWH3","","PITTSBURGH","SHOP N SAVE","PA","8067308","NFY121FF5"
